time_s,agent_id,x,y,base_speed,desired_speed,speed_factor,extinction_per_m
96.49,47,19.108481021111178,8.135150418609076,1.2,1.1031161473087818,0.9192634560906515,1.0
96.49,48,19.542076464004616,8.612694784213613,1.2,1.1031161473087818,0.9192634560906515,1.0
96.49,49,19.073720588677645,4.999534332792337,1.2,1.1031161473087818,0.9192634560906515,1.0
96.6,42,24.8093074979858,10.617203420156226,1.2,1.1031161473087818,0.9192634560906515,1.0
96.6,43,26.207409507583815,10.595977465412894,1.2,1.1031161473087818,0.9192634560906515,1.0
96.6,44,27.603165849617607,10.722068216643892,1.2,1.1031161473087818,0.9192634560906515,1.0
96.6,45,23.752106134626416,11.444230016691757,1.2,1.1031161473087818,0.9192634560906515,1.0
96.6,46,18.23479868653183,9.373951291173343,1.2,1.1031161473087818,0.9192634560906515,1.0
96.6,47,19.096001131611594,8.255849714790653,1.2,1.1031161473087818,0.9192634560906515,1.0
96.6,48,19.528120023689713,8.733232238223,1.2,1.1031161473087818,0.9192634560906515,1.0
96.6,49,19.08320197514945,5.120506117302024,1.2,1.1031161473087818,0.9192634560906515,1.0
96.71,42,24.929908184256522,10.62479614110729,1.2,1.1031161473087818,0.9192634560906515,1.0
96.71,43,26.32853500296075,10.59895236205815,1.2,1.1031161473087818,0.9192634560906515,1.0
96.71,44,27.724500044001754,10.723511341737119,1.2,1.1031161473087818,0.9192634560906515,1.0
96.71,45,23.87344398277456,11.44532360878369,1.2,1.1031161473087818,0.9192634560906515,1.0
96.71,46,18.20656893213534,9.491964639162305,1.2,1.1031161473087818,0.9192634560906515,1.0
96.71,47,19.08365099316415,8.3765623578134,1.2,1.1031161473087818,0.9192634560906515,1.0
96.71,48,19.513827745765475,8.853730331512299,1.2,1.1031161473087818,0.9192634560906515,1.0
96.71,49,19.092683361621255,5.24147790181171,1.2,1.1031161473087818,0.9192634560906515,1.0
96.82,42,25.050572918522402,10.63239280135111,1.2,1.1031161473087818,0.9192634560906515,1.0
96.82,43,26.449667998076368,10.601927453838687,1.2,1.1031161473087818,0.9192634560906515,1.0
96.82,44,27.845834238817456,10.724954430546346,1.2,1.1031161473087818,0.9192634560906515,1.0
96.82,45,23.994781829902745,11.44641731403833,1.2,1.1031161473087818,0.9192634560906515,1.0
96.82,46,18.17833980221635,9.609978136529644,1.2,1.1031161473087818,0.9192634560906515,1.0
96.82,47,19.07141429558459,8.497286554388436,1.2,1.1031161473087818,0.9192634560906515,1.0
96.82,48,19.49919119214903,8.974187088732723,1.2,1.1031161473087818,0.9192634560906515,1.0
96.82,49,19.10216474809306,5.362449686321397,1.2,1.1031161473087818,0.9192634560906515,1.0
96.93,42,25.171297359479667,10.639993132617045,1.2,1.1031161473087818,0.9192634560906515,1.0
96.93,43,26.57080788702905,10.604902727182186,1.2,1.1031161473087818,0.9192634560906515,1.0
96.93,44,27.96716843408808,10.726397481104751,1.2,1.1031161473087818,0.9192634560906515,1.0
96.93,45,24.116119676040153,11.447511129205205,1.2,1.1031161473087818,0.9192634560906515,1.0
96.93,46,18.150111261625067,9.72799177486413,1.2,1.1031161473087818,0.9192634560906515,1.0
96.93,47,19.059275461229618,8.618020631423658,1.2,1.1031161473087818,0.9192634560906515,1.0
